S_i,A_i
250244,250311
649771,637150
346405,863312
325209,628943
904710,302682
247368,997540
139638,955958
758920,577414
501560,285485
261639,147707
207322,805591
616368,603988
498234,379865
286038,451700
806400,579437
144712,433959
846809,226051
587449,764556
503161,339496
714940,723833
580212,308892
924986,866495
10003,223130
292470,274541
244360,194747
189297,191278
562389,956158
102561,838916
447753,894825
243000,421765
477655,897004
854723,226234
545195,91745
248572,830404
33607,421125
155666,961286
961286,683004
434796,158653
180907,432566
476247,422182
826349,697460
370017,956125
571885,860026
515615,719555
697501,135933
330933,877225
819031,63739
460724,468267
509636,123788
407308,330315
287684,64640
946940,708749
658458,239419
78345,408464
378996,149020
906245,75816
307564,962526
251065,788538
83002,248193
854583,282298
484669,259528
447617,782343
384791,915639
93014,36552
895168,862054
142626,528131
620363,255004
62008,789774
738334,686622
516403,246626
117540,208973
125008,307635
149196,360662
243591,111544
240101,919012
392633,443778
623513,374676
402283,839670
362667,250032
417750,912615
433163,35834
435877,902192
764484,802203
831137,228359
98152,229934
450672,392045
577970,493792
144335,757886
945564,774314
508296,17645
449809,742482
53272,951672
688493,879262
361019,980527
568315,235002
458106,108851
776254,423224
333819,475917
184287,975960
798921,563937
522764,450250
227135,982140
162205,483778
500278,445743
358634,326550
285268,884959
974624,621230
689025,993584
191033,177948
911882,748391
767067,735648
161749,830041
318757,59384
758477,659521
676820,332730
353728,635173
657583,199711
805110,251222
143552,309610
104151,730001
739780,23599
882885,585786
185760,535134
407290,28544
883697,839786
813932,152601
279338,761198
535971,807452
495498,125960
460374,906670
951719,122182
903898,829199
589234,642718
19242,260639
238357,965841
692226,79787
84792,718846
913613,724681
489011,54361
831333,598825
746306,819007
472712,802744
36883,519175
501665,872703
145721,308881
938278,553214
167305,746036
591763,21814
718908,49259
227871,598270
884468,975946
47884,510416
791605,951603
788605,277434
619659,701972
312479,930751
515998,743020
818155,287585
537883,801061
870159,285354
598069,157431
66426,536162
61091,497116
509178,241646
945589,580024
673023,376886
226538,935612
993371,207473
354919,306259
87729,851005
73886,838983
416944,385316
665522,185563
225252,637406
438504,737658
823190,495085
821483,806634
585705,748997
412230,263065
625949,692959
397994,691595
783232,231264
519736,577472
412500,888415
529513,251560
567522,284527
327034,639727
992153,141312
794328,282338
987191,963258
233073,606453
696728,849462
402607,640676
301780,412500
203450,834896
421082,688433
267052,491272
81880,622644
482985,96600
665861,10338
967106,324621
730633,851546
76123,864923
40656,938868
31081,707522
752719,502504
373000,972490
48455,132716
677370,406025
280255,668618
67219,346593
114059,128657
232190,421535
374676,205432
904178,192458
442150,936660
855451,545409
904332,888099
344705,752563
262714,876967
702245,269616
990730,272131
441523,90425
704958,29390
820811,789027
704101,65966
870635,878748
122614,812686
853454,550109
659163,263298
14859,456509
181207,452989
159554,492966
82689,991629
116506,215612
308036,223674
204165,590447
929410,584987
588249,311619
85172,259419
161270,530132
186839,481284
882416,874435
768741,934828
646738,248980
488574,263214
319046,990293
892447,13676
591485,978133
864054,64439
198718,31938
828272,473625
263945,288742
579804,670913
499562,810220
449813,119899
693093,652689
514092,419623
493708,56737
437827,211362
668045,865582
187943,370520
910286,127285
74648,96888
54115,895587
814176,202025
971757,432405
206756,871001
86330,80130
706999,485076
619863,461819
976773,690591
614390,262425
712486,386125
862427,644332
843081,155223
966724,342644
904607,261374
955819,613469
454275,300330
399154,762443
127231,897885
823594,338614
556562,326251
480067,52300
64935,247818
770521,185989
784828,364274
625800,244432
198003,958821
22422,201542
940812,198468
9767,778321
96139,830601
302297,817487
865255,77738
419372,271214
131612,339329
170457,808855
209179,607922
812720,902255
409127,616935
646108,844807
250006,952375
849332,118097
150786,942143
333690,934700
440280,206341
165333,286956
233498,788533
526284,686793
500214,39623
207189,134266
520426,126101
245640,793545
410257,325798
589517,321695
378022,574292
202027,790209
140863,790751
969133,248930
977458,397101
672150,837046
17920,649934
412328,970012
260636,453619
925631,566278
737784,424818
465616,463229
363369,427182
734591,658657
17069,397003
560488,603094
765326,13567
91671,547013
968363,981710
902992,511608
918854,873430
731648,964637
249686,126779
407143,880158
942253,496940
868610,882772
232190,557741
265392,115334
274556,157516
463359,257170
315672,833001
902895,679235
451256,328969
814890,927506
257004,124343
383249,465689
151299,540467
360859,633531
37945,510116
712351,129628
881720,962669
56632,962933
628319,659507
83159,520329
32041,233589
88803,341868
445801,726612
98589,215995
606913,322065
228211,271522
297454,310211
383691,686158
69088,639236
362188,492192
29548,730893
760430,747282
672308,852305
264980,716528
639059,401608
583280,425413
293490,856716
704103,422033
135850,968146
638930,354850
36204,298496
566882,212105
197126,290707
589678,212596
682947,172140
987698,262040
727679,303391
900206,311526
74783,374854
479063,775137
501611,22146
457452,591608
615691,491833
206414,400760
755145,478913
604464,696570
455947,297350
779293,227026
887495,728064
81676,178409
317992,846227
704209,951156
108381,616129
792251,621836
762183,547593
246499,200102
382267,33321
557567,446158
220192,449296
646955,22847
774783,237161
813659,876711
137081,694907
924523,474854
263201,856553
955680,129231
252160,874294
629878,59112
440221,816979
821660,86387
775196,69936
411016,595762
154986,330580
274330,223486
190973,297375
