S_i,A_i
827476,592242
396195,913778
837831,362795
302717,35345
648483,589774
430766,455018
135713,86473
306481,712267
138282,195656
852181,327212
511194,551920
309370,873796
83717,842205
995790,604746
769331,760193
748200,804447
538670,296941
128357,813548
283236,160550
392892,79775
311164,155192
458086,224162
68727,207653
881901,756920
829100,894716
435302,458485
636874,739261
770180,986543
148032,478669
875506,200994
431390,935335
36096,780865
214525,976476
209997,28780
812639,750893
166389,517960
92732,577472
84971,411793
578241,634024
58155,653434
41741,260135
243099,20546
28609,673391
941108,272269
751138,268731
369303,659260
844678,677137
481655,166093
188219,200016
601536,81802
920702,120179
481830,171637
171742,118939
269824,361977
874408,82534
237468,434384
211616,261658
262399,781759
45534,463685
129772,76058
732626,868149
947515,773211
770600,660854
162962,603675
885222,477533
394670,818326
715830,815710
323891,787716
194044,247381
90419,498356
602362,638350
893757,587654
273406,480637
447300,845325
405682,409252
922309,919479
166902,479496
166802,590198
308416,829887
224438,620986
61294,137131
931948,990938
153364,359838
780991,19680
431129,812774
165822,515326
198839,718662
971,47266
298557,451745
131006,717868
127475,261337
620760,616570
95050,443225
536858,972824
643770,417266
232241,663504
5613,793532
725631,77505
333001,88501
987218,945099
192337,481141
939300,635078
557998,367299
231463,815064
255495,365045
438491,866472
503287,621339
225353,67865
90442,448519
345832,976265
212634,326276
873383,303137
868429,620514
182893,263557
457148,449839
893964,220354
290140,499854
47475,895288
868065,229120
157686,727094
383579,128977
986691,835228
580118,682481
56201,12081
561186,526100
968224,737721
939444,50756
386615,408019
120228,289977
610081,423884
310837,586463
187987,747365
736998,630493
647401,79930
305656,324957
319751,907227
10471,434449
278856,754449
680538,911507
388277,152243
187513,629055
547800,215734
384156,403796
387505,8427
875697,994293
773052,728876
955349,964703
144228,971806
998449,609415
915102,256097
432690,838929
431185,562385
749275,205848
418448,98315
157180,491129
870324,949950
322966,325915
58744,468206
178343,717573
119163,500980
957730,29711
360054,260656
888557,195232
136100,989881
281595,438628
696267,695972
102934,419654
382052,14411
710282,959029
968489,783587
107560,489910
677080,904678
554456,129162
258653,790775
928775,912983
589526,475164
150061,379700
904849,14815
82397,590341
100232,414585
266402,428463
945497,871204
970442,995765
2696,346924
589147,993220
276971,734367
956041,585757
158552,731691
884313,519542
68284,507737
413499,438913
221357,908055
631480,941296
590899,332961
216569,983785
157016,256214
404247,560942
316423,889297
615125,950163
148066,807810
996402,47747
160708,611799
492761,121148
163225,278580
801908,768034
737114,130960
514730,897615
648617,13851
195816,347252
373200,213339
902821,82680
343579,640030
478637,378810
303197,471245
735334,797437
914954,894306
767126,341382
455811,442673
817965,539740
640355,287312
529425,301031
945809,405418
777617,549357
873961,841036
756344,692446
822596,981440
689344,728133
545073,35835
57195,699578
392347,434178
861537,701119
760792,757742
652951,243510
14580,287319
880963,390527
106640,731689
299779,553857
414419,968273
530072,669338
476832,6313
36825,581490
355722,452933
670071,981144
606394,532367
480582,213103
526281,509512
818286,815452
954265,933822
366002,426200
909677,920325
57821,995328
162414,48840
139994,170638
394298,445223
947549,404180
993661,949665
78334,924741
977763,253755
980414,798255
748238,188671
538380,509380
65060,329712
397050,270829
702065,947241
481304,359406
555465,142566
945,391631
635113,697359
219809,581665
364926,553632
516982,201572
341344,506735
806629,252278
36276,932903
353345,586051
248457,981586
654924,305413
251327,814233
543507,556517
908638,857095
975627,361963
901142,465684
965099,358555
716953,394985
104319,734775
135664,432909
960699,405161
563358,388508
325152,25849
238141,737548
463721,630284
711321,510703
597168,161281
724054,332456
337463,766066
456999,636022
93504,581655
389073,634632
123053,872698
912133,268855
188355,353862
56998,229970
205493,872911
958706,967453
769349,953782
208522,118958
59941,397546
186498,681205
671488,855086
261246,539761
780339,391714
90335,178810
30081,152348
364136,237944
321512,600
600117,3723
824488,677053
888488,172911
429418,980226
683457,683295
835576,612138
472942,321329
455172,289695
299391,806014
617673,810495
105771,740216
691465,125905
951634,323665
650929,877116
611644,720117
11111,85401
144078,584259
397596,840624
395732,652742
295200,29265
970774,185772
313509,754497
914680,472179
350949,309274
414627,649621
49096,484963
331777,335305
1048,257955
413790,125614
567591,576304
269814,891489
307241,3501
627514,56787
502043,741132
843789,778801
724847,283355
653024,802831
823366,541019
97832,851389
986602,287103
499877,224164
594789,308141
449068,777196
1160,7320
848355,250607
399874,920646
397819,468435
374827,92262
538652,649739
646675,149268
891326,17390
172110,402196
494103,810764
337745,915797
179709,872996
871257,345478
113745,595114
785336,75324
656623,265096
208480,398476
552756,559474
56937,18598
221062,509178
789770,152674
638293,890054
856755,63258
349686,525022
985110,863834
468699,411256
445762,602938
998915,17512
980132,581681
611677,236245
695342,578081
776724,886896
675288,740591
799443,656616
488275,830989
657087,433322
838451,184706
59437,115456
268725,578151
618344,241549
131342,685307
191918,315559
166305,567065
828406,585991
180322,41778
47290,107887
139702,217991
584597,954029
379083,34141
760623,657319
142574,969041
814654,176754
154802,436054
301710,340493
918153,672628
211266,184475
988174,236009
731353,444872
838683,619858
168172,270456
410012,285160
630142,509703
905268,894592
860518,487513
711884,426994
194495,398542
326931,746796
