S_i,A_i
675762,495506
851935,284984
887060,7089
744432,733271
916518,433420
295859,469226
265517,166406
787915,87870
80795,944309
317002,882527
100843,200824
820979,203963
23332,294997
888704,324720
29025,717665
90422,144182
693295,624492
809010,328900
852910,970190
840883,331120
128393,43072
130403,219613
562431,314454
384819,538519
980426,229576
215312,573405
675765,686679
88460,451204
942207,360082
377503,811973
289907,127963
755818,466030
711388,438452
728361,939814
722933,58352
884994,696843
226769,188416
683546,829403
769109,324839
337301,709250
657390,569525
277635,389624
588768,986289
750304,483023
481330,285769
389121,371692
364590,821616
982031,605275
13540,450057
317305,386176
431475,802488
325102,66457
816714,46027
128220,62019
628247,805114
434287,793571
943447,214081
666894,382188
70920,867680
215325,42474
898365,634130
505669,540973
655332,256647
299238,809127
822981,846096
524062,821866
170177,131156
891687,17541
861433,736449
658366,56063
955194,888205
791011,70364
602259,128054
984962,701319
810714,977023
844246,93765
965205,134298
218966,614868
492169,452239
820151,576342
217490,965846
326974,735357
692928,319746
249281,925487
85434,943494
702379,939773
340501,623369
798903,445608
367211,117259
75208,773936
586601,102587
143839,300443
474207,394096
388325,316661
411695,685640
890864,295863
888913,17240
504549,92583
950967,128644
574319,766054
582504,331100
104401,244645
327238,928293
334958,744638
944975,226917
380423,140242
529045,758163
525891,936860
404980,416390
579740,17452
106053,187859
877541,921245
903206,392118
653366,222747
319663,859352
313911,167441
540700,799873
81528,687808
560417,346197
1763,40681
900373,442519
429143,402690
994014,362665
691603,527362
804105,282319
292736,464522
130766,168537
851068,592685
257750,6074
176514,212597
100715,48327
195108,333295
691477,888567
5614,801414
423551,122386
91422,954124
488502,58102
488162,184002
206535,14458
63940,875784
302083,239479
149366,620751
801834,933008
874796,76159
694980,376901
779916,652807
410840,89794
652859,179848
237894,305578
438159,168997
535498,611659
105237,237504
540945,599750
348877,626381
975428,698642
233005,253371
537790,402843
114456,921763
284360,503871
640364,503204
412285,946027
382895,513709
473436,473975
931468,723451
279937,288953
71739,862922
294449,787430
341064,928591
140623,265540
261486,412960
996070,476459
886674,966619
132654,876346
617285,92203
459624,82161
509654,862012
720592,248684
521929,19832
238409,36260
6466,872760
340602,657658
423575,604505
543712,313314
707551,534332
364859,865749
973313,392327
906405,411653
358986,786404
11243,883336
17318,493951
733136,880897
15333,424960
458373,920804
907412,784412
825259,604300
518468,256844
118145,231066
200483,328238
379160,781068
609044,590405
387888,716661
952811,651613
304394,355430
842516,305423
134434,13595
609713,656829
86307,582261
697262,4850
213280,3066
238677,751925
283278,443242
244901,887552
319707,506571
120734,478222
439371,505712
958838,398914
623920,836339
501168,558986
233299,701781
728199,113655
295015,572227
358991,245965
159239,886249
456162,117676
887050,608163
471506,312532
744667,611575
654768,939193
274167,400247
483706,985757
702249,160786
469627,431246
530587,659924
669653,639618
48661,131981
786472,675748
270475,774516
452686,854841
689813,688813
474900,573234
983730,983467
900875,978444
435663,731269
687964,515376
547570,89323
976462,645959
998781,68512
775944,121658
475328,463525
342215,360319
394558,952942
622830,605320
798434,654518
672840,980980
253677,289775
169878,692853
957703,861462
399918,229295
981220,579979
512796,944118
675741,726367
928238,852740
362175,672534
943753,725259
15238,63092
442677,607058
585419,516929
576037,304572
567133,599986
312267,233106
373432,435237
152747,204518
434425,945667
428324,446687
504748,604712
601939,143624
701952,121852
916304,473962
318967,851468
848873,588221
807465,538845
410107,249862
120493,237178
592398,60678
702900,509734
985204,170239
412786,716878
164320,340179
885636,596611
257238,74717
875875,307402
824985,727162
252481,904696
950734,210308
392746,262608
910157,188306
15789,277645
927561,664808
726970,659392
976189,684620
217786,79261
674961,882398
176814,491111
4400,996946
951329,608708
949958,983652
398090,566251
963223,191662
200641,880590
712349,687419
194867,74524
580910,332479
744870,564938
156377,991737
448270,63747
806256,971847
313140,58045
865813,53826
405713,712582
534353,751427
747350,879034
742643,548955
777930,611679
565542,34759
114601,801536
897308,776369
638752,233667
193242,605811
600932,741013
345751,925607
596677,506115
954168,520072
137660,465035
264605,738617
720959,38875
131908,370369
610987,917692
614914,96800
426056,152055
373952,193008
697687,512602
695972,483055
414254,775089
88808,221955
606710,452752
391160,375080
993683,168725
911141,583920
449273,486749
31744,432304
893782,416446
779882,137944
365953,701106
316117,402576
63160,791220
827739,863219
825316,625432
