S_i,A_i
913303,79300
512335,809485
386674,331112
693907,606204
590824,386836
446383,564807
87521,808350
289697,235590
265059,967359
72232,814563
97264,158273
214075,802457
508848,366364
684144,776329
105761,914563
759482,12525
842768,932936
665834,988270
37765,834632
86431,248960
523241,767206
884050,639345
812225,427803
730534,180973
714718,392553
112699,242812
446682,779910
386869,572568
643730,758532
735353,188474
376092,358509
483236,133755
974023,624600
324871,338067
575953,679705
360893,5563
458307,894090
606518,644530
779493,573087
818253,104051
284465,815995
742844,685010
175715,15426
412158,245909
32017,108101
599101,401523
16764,653040
231846,449549
756098,354050
597300,800739
982148,77423
961915,592947
935012,594924
944271,755795
902445,631584
24697,962779
560975,164630
543078,423499
359730,201791
867553,468285
74589,959662
205318,59569
662981,601484
456850,343871
423905,576662
366423,339226
862744,688296
921527,506149
328503,733488
929756,49370
266225,923012
478647,198754
967886,629563
675477,911193
739749,717921
838197,682179
865033,868925
307874,81067
867167,844025
198343,654653
958512,641331
963089,451927
830324,783660
781614,470582
764757,587433
522153,376821
631143,723756
137749,74199
571144,400549
356545,15410
906109,281195
555673,298109
88399,837883
454423,502149
4792,703298
995905,711790
34657,32474
38648,854308
515048,973066
597879,891829
766501,284443
831028,232134
249735,777490
625910,611340
710139,901344
620517,322209
571635,200909
613651,765475
295854,497465
350335,79858
123264,146330
703374,190165
863652,312896
804048,720786
836399,261691
325610,112427
975472,729226
765738,699563
763703,926405
703208,492903
461419,807961
826961,982498
992851,795068
823439,418808
381197,69567
661259,84587
25018,272481
941095,348650
56571,447937
830825,153146
601675,942149
585423,808176
287577,336495
420061,521327
607403,145477
873261,400175
75748,269109
531967,143358
464737,669495
26252,856059
730439,749007
58289,838817
770133,635502
607928,101979
952305,580365
223962,723314
379076,500558
590907,813743
779925,988425
47658,245287
278949,42541
268564,512692
940126,921783
781627,341284
893194,384619
110248,837070
726760,875520
273114,174304
668926,856675
834659,610499
38563,979501
712512,624714
640602,253665
588172,386965
455942,79303
328345,533321
148326,547950
712983,685728
411215,40518
246412,319016
669287,836149
147761,575171
385457,43334
780957,967490
814644,983095
693803,982117
474422,277079
567417,831367
675155,792517
585926,347263
672217,295775
322007,930273
45326,440631
150234,647402
441530,906965
961246,797475
444466,626864
349550,410729
855429,899145
416838,164459
839389,434399
151256,658843
727951,814839
911685,432198
9175,274459
827345,780219
261924,859196
330336,210436
465852,867992
702173,138250
356397,886835
398330,109038
500062,989773
854110,863073
480302,267185
560364,381736
816511,95194
821922,913825
125763,704692
294154,902587
520928,652008
749225,141423
272498,261519
604647,507662
414955,781372
522074,381084
932517,694121
419601,738007
354504,899475
616072,477313
968607,632500
568827,886872
584615,621398
326994,473386
644749,901331
29644,808576
455307,329004
743265,256640
47806,491503
330073,964571
330085,37618
834655,609316
843312,864701
287631,322307
704134,726025
421522,662647
856334,782415
697217,438144
192651,839956
884639,842098
945042,35157
223288,47902
725347,934665
669434,973164
970398,270161
182854,880697
666365,851069
634518,760181
415728,606853
829696,829574
840815,880646
646922,87948
357281,29187
229505,824786
538388,760054
59634,831036
659053,812475
486964,114182
979437,795970
180794,790713
584543,965107
255275,271358
627761,833308
838591,649568
52835,446529
26087,62737
55469,457545
718173,718889
952806,257314
690455,190529
39695,85923
158921,87345
942633,391906
564749,420928
615293,46974
739616,900379
690933,486925
193236,73872
157803,921478
661324,291835
162301,711571
484718,911130
420172,374255
725580,993280
351681,570839
558051,339142
704002,15166
263875,293869
306868,318648
384104,382963
540431,204054
251453,592861
296141,96997
791563,446024
294010,857077
590774,164770
779247,733447
714776,484525
142265,869397
839504,39472
522218,713624
25197,115931
952261,459080
772489,270950
400495,502112
958501,958681
666515,469828
24392,186727
416028,720593
2592,828947
32470,90738
308338,567654
255561,309507
711675,749224
909121,764043
660265,661755
132844,918501
531776,408712
563373,177847
277983,853497
355522,499390
772425,998172
40172,72275
331242,874303
905469,868377
962063,772093
120962,709486
444746,174335
4094,46471
403823,292030
74122,795607
454538,228222
647496,665414
602063,8005
936967,184519
832934,189320
345647,563649
591694,279643
583946,549943
29038,442169
971061,812962
57920,503790
882565,47312
701545,307802
457778,969921
546523,504608
730776,851341
581444,634396
726685,589313
288223,416366
393364,973107
414010,846368
430059,703260
919029,456647
220016,669904
390142,682589
578337,657197
373866,204489
74048,262245
49914,94032
72168,805518
374947,455675
894806,652475
524530,662968
131864,789471
629507,645822
384514,605621
474403,832956
304204,834449
188366,927763
641489,178822
564779,693316
216416,442777
385489,31758
880416,680277
630785,858902
885206,898928
602945,663409
606297,965663
322280,225262
522300,723691
340273,430362
100276,999329
387748,351165
142442,47883
364221,839123
396853,727252
790836,792929
945724,808874
528253,153127
558207,478396
247885,962370
887231,569392
987323,5962
784669,638724
823920,593472
237961,741225
190080,165411
827994,345243
500431,830456
176649,369702
57629,539992
883812,760170
876912,198771
12951,695254
484023,426522
377466,534633
899847,407604
982851,692571
710542,589758
815828,82130
284061,807140
667626,781930
748856,155865
156373,469957
200073,687336
741357,843696
356999,112347
539312,248067
889335,854329
127882,841339
825352,311256
250291,615709
755343,666263
934406,707881
428840,495585
841146,498920
127407,872925
302206,225042
379582,274858
925679,483680
876406,523246
410218,87339
142215,263169
923055,465411
447848,697208
313010,382752
730209,175692
131265,984738
221058,576596
937396,593164
561168,945136
297011,850755
318961,813407
237868,306378
664275,703137
547197,451478
503597,69046
43483,862545
532798,851697
7596,228872
650487,765252
867212,882075
676414,609585
696676,531731
470758,139094
107281,692542
800214,154907
44245,96503
235304,413549
688955,822054
572587,134111
582281,703394
706159,739570
760692,286935
753102,859800
875270,362420
280835,495006
972253,274883
505608,951279
16608,385649
366333,311026
866638,405993
311045,723945
384014,643685
595470,739910
601076,828476
774224,416043
429320,535351
114563,430751
266087,980752
449542,232561
309218,227803
342295,628903
228383,490505
807400,642199
582409,941380
854195,383358
956993,519119
173003,771926
97762,164605
593903,974675
280304,14159
948362,970310
631284,290805
341005,850713
748851,718186
440718,449817
989531,22804
979572,563294
586466,845501
101649,297002
129969,506887
219697,294117
786617,583180
605249,168051
208609,141267
935436,691072
711194,81969
382050,788517
768691,417544
775442,616565
205391,126702
591033,587108
183163,255326
882189,511754
67998,692021
14517,769290
429253,145001
235070,327740
922183,866592
220598,52445
88707,2000
735097,134565
129010,586963
891994,198023
318229,117668
37759,95505
362854,988308
875501,575903
271865,293702
700720,23989
255380,482334
822188,158047
415950,689643
910566,948751
263491,724525
676669,522971
225254,746174
784616,609547
213147,955878
713908,601777
262985,190851
312190,769654
302205,600602
688496,87943
120928,354829
120134,537105
695105,209317
954787,309536
506648,833586
194611,288694
118242,966544
799930,960116
754856,467076
740249,513725
651173,849172
219659,107867
481751,65570
808887,877089
98740,756867
346934,274957
904618,408874
256603,497679
435039,930120
431575,118376
498939,862751
333596,789082
812632,266506
274568,549060
179065,651276
721795,473277
516826,413290
561646,701844
377632,586137
516523,401462
860649,481009
303331,561176
448202,82346
56946,309322
319212,762568
997595,477330
679298,871512
539035,181066
977619,340787
231574,407788
603330,353673
697120,596829
695163,45994
547574,66057
258452,71799
764934,133389
342433,193639
386983,180554
43121,934093
649854,378646
920231,114329
592786,4022
841278,859061
105659,542268
810121,495987
293170,954612
458618,108579
972106,162861
727659,659585
954840,86658
761862,837326
132012,537917
104322,336494
616827,200247
24150,852254
115339,909497
738862,327660
252162,871069
890166,976785
525521,624051
131666,439436
808982,402742
740866,106361
33221,767555
131826,212457
738887,690188
317093,591980
140458,725241
384424,174659
721627,536753
282753,907495
294781,268045
783289,261108
911675,36416
477227,232515
554395,5806
479469,841073
447176,479783
830769,142859
47568,701161
201149,326110
221720,866253
992800,587730
593956,879720
109377,705417
676623,301860
811391,327605
920780,415184
788068,205464
251408,854498
353780,174302
160622,319314
105852,31407
898009,134462
561489,682356
383587,198653
554984,238814
168265,322816
122528,144728
139839,411992
128852,445900
259245,149048
546316,248800
806239,439877
863291,90544
196554,747281
469233,588008
15172,887122
743047,646520
675170,798275
178497,962932
254007,239696
267111,78040
794214,660103
668922,315827
497785,464803
754199,174489
862614,154519
536005,444935
689117,221844
541454,694139
877837,18715
237456,283503
595207,493329
210560,547651
541625,74104
709268,736061
48290,600756
881221,89041
168037,557820
30435,16699
955574,537321
179911,256186
529630,443679
925923,380537
148178,927933
590174,617172
170649,178228
288425,3310
664904,534206
126571,322293
615454,825531
536309,372765
13370,459631
122432,215880
261438,653949
285510,441575
270303,387189
289393,766202
788488,472930
943601,584134
218820,397639
395911,557046
166627,161847
719252,750832
938544,789874
758709,552017
542308,573763
409973,730795
567306,355018
910539,188432
813083,890036
392588,902572
42322,541738
122443,547199
672986,482431
184472,462739
499213,246268
268997,738605
225508,201008
867709,129214
448636,734159
499241,139435
788686,126996
634071,668718
635124,388720
470423,155818
677077,282196
748127,43910
766638,526294
365789,774135
289349,240983
713958,92832
198165,377598
305263,543929
181278,43263
941228,847679
130550,404176
288033,663001
875384,818325
228127,473014
288381,236814
568652,67919
811304,361900
545921,297657
323050,79250
331322,44875
580401,465484
780771,32610
781551,393974
153134,981304
481549,192264
204126,786020
456393,90958
131964,62278
949468,204809
861024,949492
282203,311188
471465,785960
34514,397320
942665,616495
510607,693061
632722,49800
308207,657044
635304,6993
540771,839331
130252,990292
914692,720082
268409,857792
324891,780234
419451,329229
698087,904479
616267,802883
487325,604295
168773,123358
915159,63009
561915,149280
524329,276527
957968,918352
834408,408880
840353,995234
995570,100732
225418,702026
50587,661020
948898,3616
548888,52382
7593,78270
382545,328383
98807,285932
264558,36839
916914,549122
2211,13750
207327,826246
991779,768749
875462,317879
958134,291704
430003,580911
200040,572860
467947,330914
816036,222390
54079,805755
178992,76949
693669,560151
922123,378748
233179,916318
154018,691539
551946,597939
359987,263303
352469,515643
763566,488396
532283,815044
240452,389700
359317,138465
5608,667701
677249,641530
537657,433012
556238,868000
621528,549089
998461,105082
721429,697307
216056,594726
863722,284585
712023,50591
696320,252831
751961,975955
544029,195781
611016,658146
530625,983472
914945,18473
338427,389441
198,780239
33066,622001
409497,533369
961220,978452
134366,782462
458623,924948
155992,265319
754229,982426
949178,384028
661507,637674
704169,690619
239460,665719
685509,912321
267216,732357
363268,769365
510161,669750
139682,421592
825102,876873
131809,647302
270429,786739
877889,463041
652100,6047
711953,466336
97934,765591
958463,665769
865970,5377
792388,233819
694988,312977
26985,274018
779005,473781
346300,312951
565283,639437
222317,56641
651808,689755
877000,876148
39433,646330
467423,179719
924142,478540
877561,822075
603449,852228
943389,328399
837765,444115
361414,897008
98116,284639
835129,309510
811228,388990
28945,168554
423347,120538
899934,655369
770535,579385
818183,153741
788602,931442
218295,38452
577188,543466
353425,277520
513087,222110
141445,841009
780914,841207
264756,109441
486942,440571
750144,633813
406351,199513
912207,308802
110834,384538
656089,934441
827505,562135
587717,225083
955121,182698
408750,619273
641818,394926
140090,609839
708948,30825
665317,182559
182189,511375
111241,684663
318833,294466
471393,576118
693348,864676
302709,280984
284988,481417
904572,569962
299679,566351
242263,521727
773279,772750
921098,57596
419746,480169
128841,414725
450207,201905
756979,14570
146452,360223
323623,492410
599554,132097
705409,616335
463250,688240
969440,377009
766855,13655
844431,506688
504846,968302
670329,783917
896189,147868
9147,776388
579413,536164
662591,810855
430561,163587
614515,237688
563396,158047
155524,49654
23933,258580
780948,288358
406788,4254
524553,645514
668268,325472
137141,955567
