S_i,A_i
206770,268918
61911,523320
193158,444653
30359,102640
895260,953132
30521,449457
917990,186102
171038,87590
807314,211178
888849,195990
921714,715049
469400,519603
846299,706669
221799,35109
318437,30315
335247,81794
155910,227866
774841,485618
203147,699787
365288,356468
67658,474300
749899,325572
681664,897662
152568,302515
859178,794165
626639,360046
705308,353069
307094,622729
755695,154583
883028,751198
619966,875111
584749,659547
319621,950582
560825,583773
43036,444230
547163,356522
280993,812501
644869,700486
713411,365474
702004,539808
777660,145401
102303,194931
519392,180649
802659,777973
104586,684906
88079,944614
892892,528236
701967,721055
153388,84961
849857,495907
708226,559821
825497,351741
154553,834342
309036,382205
651690,382328
8686,985201
526416,257444
169671,208485
784396,641185
672906,864386
114046,758824
404872,593571
773608,275082
372227,776544
987102,851770
553930,973420
303238,424143
549218,648831
628263,142768
982928,928865
862537,908426
369265,815833
196672,432825
513465,69461
814893,856551
421668,975903
135176,172393
44048,339585
883754,197634
84943,515788
762798,670615
883154,59586
35160,267208
72253,828805
779014,875878
172761,171814
696237,953911
547053,428029
590314,644037
838945,615953
189820,461068
791528,4948
989191,48326
769418,223130
449440,517767
354103,87724
279671,374265
968083,552045
502028,255622
402889,874293
4012,296329
777099,833788
220244,278621
693119,998392
845782,599256
343530,762622
749907,530211
157524,180996
712198,140111
429817,722528
351971,146940
723426,606568
966378,794227
992386,190373
850354,230180
806723,254401
649613,242415
551182,902533
558836,867783
433614,33493
213320,248332
433139,660479
836244,720646
468876,769840
148600,827730
885310,30224
188880,790775
505498,818285
694920,711177
409483,988581
436397,857129
477492,299065
748649,903675
942616,673694
901953,514336
619661,449127
853768,49232
474734,688020
290724,507048
94234,871716
278749,499902
940594,250094
348908,132996
942258,517047
218481,248163
992460,798378
239114,428132
869187,903508
464279,192363
646009,730908
626854,657370
542306,347812
870038,419629
227738,52919
893267,617255
589854,681834
296575,854250
721471,891937
748384,202902
784097,43703
938821,712292
475521,151555
515360,49259
497446,221203
508048,908736
351190,275159
682796,670940
389475,604378
61014,676446
741841,708010
874015,375585
17403,738772
56427,268121
851884,685474
213945,425567
794588,352954
895357,421988
982576,470948
581141,310262
294255,425082
895611,267496
155995,128443
987703,823528
847997,919823
617731,362651
177150,398042
512492,732538
133450,274491
927478,377446
726238,891919
287255,460164
103479,552969
605760,705907
834734,945360
258339,859495
31041,815105
595540,788389
411949,20389
996276,449909
729735,509129
53767,779427
278472,549861
704768,680875
957402,8419
572928,840382
460553,516300
156605,615229
185344,176759
320108,499693
442570,914861
677441,742242
795975,475169
887054,893969
156643,177308
821114,772831
137370,907173
465888,779271
112322,597058
466514,793219
427676,217867
750962,336166
31971,706777
563829,854887
872658,407702
683700,288516
801249,361150
75117,738894
785062,606269
372863,718045
633043,387832
630800,645669
336881,347284
685874,315609
381156,784277
30900,712820
741031,486234
184963,26683
679761,294173
281787,485494
369760,358256
476190,736894
742484,968760
501590,86023
353540,743269
456777,296863
899344,603687
143408,371804
814649,337906
264184,438228
644590,424503
976476,740301
187025,936572
570749,66813
50266,679526
970672,162745
891896,849916
509296,488600
536120,33287
728308,358624
64635,862430
837811,350579
82549,137351
367543,638880
58200,321082
849140,802238
146264,254309
27364,386588
953887,894473
228760,682636
3341,521930
579178,506930
39466,643878
933939,982673
729739,885838
169134,391474
692007,127981
625435,438154
823497,380421
702135,499981
666532,723284
716071,900357
729997,934516
709587,986999
11566,37380
248542,702826
982403,598977
454237,164520
3481,870636
610560,977296
715915,649061
589214,335734
555370,844315
184520,635450
829206,676667
70517,688463
727188,366088
292657,908226
261109,533916
950748,924724
550928,206826
148857,549534
929399,689578
593378,274336
687167,73682
927774,853319
482286,492321
800640,111882
667387,474401
727784,43895
326690,800959
886143,473698
545019,193420
912258,622125
244152,809658
832091,147634
413822,355541
750059,770634
989861,524175
812052,140069
939194,219004
880369,812790
241010,863979
532251,621769
988683,83571
695073,21367
673138,814464
668876,145051
36746,395267
717279,585202
185223,104247
895441,305069
55057,981025
474591,362317
407445,800989
936109,524332
624266,548589
844558,918259
967303,30290
464133,760606
827434,429062
764459,547995
505538,422865
725792,391506
340095,514132
258820,374737
974654,256326
319259,222069
2579,656127
555597,920293
849421,5666
308647,838337
698746,750668
321508,156990
653929,567870
367303,604772
291458,9350
596981,180093
414687,763836
941464,451543
53024,779422
760168,188453
986970,510267
431427,187271
745018,548877
630125,274280
345836,220819
72894,169871
579408,852815
535181,479874
178091,310972
890576,684150
442611,163568
421096,91988
370375,794864
271546,805623
956099,336122
206466,547226
208251,999859
123745,446386
806906,728304
46482,22879
933435,278487
590305,438311
744881,919005
447371,261123
117859,962319
347090,514968
980168,70554
417739,737206
441398,578461
713906,181442
68110,898106
71158,288870
834939,919749
445705,183877
552483,907235
682590,374725
856818,659612
63139,783132
144748,431113
759659,252268
881839,37324
884459,51927
888316,893058
362502,161315
461714,244356
447360,492946
151997,121009
175626,602847
959734,713363
506531,635647
235174,107132
118619,839563
659023,581860
696485,518851
951314,934887
434402,124056
161656,730295
691508,458371
793606,724976
489411,864299
438577,183847
50441,943407
890874,407846
756391,846053
401626,725406
160768,37087
763426,406438
804161,860165
924630,757245
639627,713713
23261,788509
459304,663724
664733,451062
467385,785479
245419,582027
210874,797952
93807,889956
952304,27358
44860,779031
324508,463673
347034,829354
423050,69846
482741,46668
499270,761498
789811,227699
806880,460645
326699,981901
504537,685193
186268,435384
362084,711571
758633,241102
279881,938450
614823,207999
4729,969117
275743,282791
589149,577392
950656,713812
266949,667265
786822,155571
838482,898091
462648,787946
281357,391209
596767,384107
963623,800029
122542,316300
422669,868279
868341,127552
225714,854597
536327,868794
790293,578082
581672,690503
671503,760388
221303,585806
258169,56480
111599,923112
141899,987489
107107,930871
835198,569986
305880,901688
668857,426503
536495,150997
756884,439713
404693,26520
271314,669822
261789,466469
643577,904550
747705,595100
381593,776912
328712,943802
64167,641126
752790,82927
420052,752435
574252,638863
795925,808866
823478,67688
503310,671369
14810,832790
671876,851192
769957,304775
987508,334253
428905,534052
239916,540811
529649,620328
461276,54842
165081,404220
94950,42527
672826,183099
643191,144270
140324,754262
245022,550525
60367,675533
473039,643342
362589,391012
196481,21297
983872,599880
751090,361963
737991,119335
124319,98547
778142,507042
581132,297527
458070,415967
374243,166809
484147,638698
845574,663456
141982,509386
883118,151609
468203,384504
627054,65528
961521,296587
215426,4047
274942,449587
243406,423265
54502,279643
152973,491249
839173,150094
36259,149410
749862,121734
159550,539805
114461,389745
299045,648414
191300,45360
54720,248530
366721,612835
687152,814227
92130,56904
853851,764948
809046,222935
318952,179668
175206,666390
368525,93402
712409,191298
79840,699027
914555,620536
331697,610005
880491,486338
423622,82023
143489,499982
406697,725791
356528,81298
26672,392043
984018,767024
871901,868759
371927,293142
526667,248756
755620,268093
61524,674613
575724,297525
832936,243913
391804,266641
588368,28693
773446,332264
703088,666713
81340,833161
795716,392948
16711,132341
166363,843192
219775,754786
654612,783965
738905,850589
142803,511018
347660,776911
456068,780287
612122,232686
595762,113241
243339,322722
227940,870208
524784,634115
371959,850366
645632,313004
560190,436098
773031,39709
157614,391332
94870,507869
720913,272229
909505,686596
255665,273948
940994,496679
970448,452630
552635,623823
281884,245131
421098,727011
227515,194420
740998,925191
199114,825185
683547,826646
560528,782631
962524,236813
262793,492831
837807,805659
125003,696976
742148,331134
536897,672581
729768,785488
227879,31535
957398,599998
264361,58007
447747,480747
71959,756591
231275,730488
865437,986734
475371,848123
755312,741002
726766,822869
894485,696327
731300,731136
947455,973757
699416,364055
72070,114819
972296,212618
586732,796313
605887,805823
145766,191733
270028,558656
334154,581706
247106,382793
477917,214041
779126,880522
262371,702461
89886,159474
697852,194861
504950,378476
2536,312288
118225,797622
768161,115636
695671,109552
581579,277086
233977,753821
610422,426333
391906,234192
903048,346467
115693,178821
437733,792388
316540,614132
188448,958435
245973,24332
854929,440120
664460,62082
894474,988180
891116,470135
198983,699868
638056,832052
313184,460760
133062,899963
469223,63021
592750,453968
666921,281543
634121,290246
657816,627091
572378,143194
373186,837057
384776,525296
66320,457375
37255,788889
988210,640050
431858,443538
224998,797375
130567,517015
423479,624662
652668,176921
6371,800026
404227,303659
384430,650407
506595,389827
64340,468349
105523,995057
612022,519256
538057,102439
420809,855427
475623,305760
4784,686353
925720,217948
991169,684864
751198,988208
157145,105953
212681,79937
761240,614759
372430,526099
977521,56493
459732,954271
377920,524336
21913,230098
926591,688104
690544,896941
59838,915302
46286,876922
737906,270188
75635,379580
235082,610199
684550,921847
427566,586378
793697,563403
552259,449210
91407,780326
142365,845754
187296,967662
468173,104415
238744,319550
945254,521617
718069,533149
465164,542137
769178,852064
364612,51429
83557,663727
20135,559818
482238,97480
439262,475686
533626,865909
699878,306961
942002,625726
97585,463910
615403,388262
940638,637692
386715,656423
908118,997728
944482,308399
727483,150141
163930,143621
764756,802707
183373,909068
850729,574072
419988,703603
40431,112412
853358,619014
515436,913506
383590,979529
947582,727789
722926,314697
647465,159049
161088,697033
998366,494446
495276,509513
250845,783894
197998,57676
508745,797432
998251,292929
585702,148398
381436,919592
29183,1923
728021,320295
639798,338927
695823,336522
34568,685406
224989,231061
464056,573635
453755,337901
985166,165775
183208,282427
245339,994539
189374,279555
568431,233324
977921,764853
500144,19130
179241,783419
460029,460099
118479,249932
79406,124962
690875,121187
756525,317486
481636,432019
463606,146873
508846,621964
595766,925054
332294,464020
633596,791037
237424,197039
480553,911822
740686,667582
821917,494095
546524,293694
611048,428639
99192,230954
165181,829398
906517,839277
187553,880463
983042,823984
66610,16717
194655,63445
207060,202350
540026,256637
743640,995790
230690,260680
876519,80168
442105,628354
376520,597835
521121,873308
507072,746204
791551,233588
37900,159567
856864,7313
487774,350705
487075,253331
96687,803421
439268,268590
878133,984465
149588,946574
600043,644497
31311,825336
844510,73015
427380,880374
90604,151394
