S_i,A_i
933865,302643
545204,94180
222124,830154
590210,888671
410618,903191
641405,388627
585515,381557
174026,9090
231464,73860
750122,274071
48164,393098
193107,112474
706936,677597
47987,23085
561292,594582
63458,294961
415532,321179
111468,959806
981387,697058
638308,220516
256416,244713
666790,384517
666514,233590
668880,620765
324022,521996
530538,178437
695565,167575
492957,219147
817607,652286
252823,753874
311579,430907
987220,549048
892575,995282
715884,116237
608537,363825
617320,738593
920986,802039
763586,13390
881905,598741
12878,633386
782835,535185
189458,175502
352812,999748
620381,313197
683503,46030
710493,374745
277,250738
831544,644913
867562,202159
31943,894639
800122,157687
784706,68519
879498,407911
41998,322144
457919,918559
116479,992877
30862,333703
859708,756561
808835,570764
70377,941862
28686,431255
608924,200951
47850,7272
324434,186294
804506,222044
198006,677654
878202,16858
391830,150011
632484,249540
554932,27491
621300,394363
186885,531417
851719,568486
811848,166661
821315,121336
911980,360685
302211,980000
30410,778457
601280,263924
871381,438926
76842,671242
687312,268484
465708,997874
991841,377947
868626,605068
884836,167515
869328,843432
240411,194606
507800,465593
99476,713201
10902,825236
416685,992239
316520,967187
267734,26030
622268,868069
79511,101437
981218,638888
561362,897037
621725,377134
630874,647786
514411,833774
325521,389362
352315,689560
788958,784159
367033,736777
129388,731992
63877,440023
660222,372421
623910,540051
364966,56136
195557,280099
421228,293144
190367,625587
159046,74342
953562,347666
326803,150862
703236,195352
884277,373363
138876,969427
620823,936434
928476,679973
532931,908225
669129,615050
551710,535215
574322,505984
677279,215624
76822,591247
767497,106655
297136,82478
628060,567073
392239,357392
636380,898455
538075,952732
295539,336022
47730,70265
783689,172460
955954,435403
557068,400250
83673,480126
346676,367129
273717,837331
832683,282385
961926,230757
585640,63240
266074,249499
249802,467940
687137,321466
361341,921857
813404,803022
998604,801045
106425,464418
82027,589378
747141,330118
194016,307627
791991,705369
829126,713719
651986,818039
599456,427193
265118,929076
88166,839568
799521,160986
347178,510796
429779,990192
677418,142681
839454,432721
931334,765517
614579,557452
731923,991798
865873,530230
728772,344742
918924,716982
837047,134157
915547,475730
89016,815417
53714,844181
924996,982524
438791,743255
483689,141699
902829,845367
179137,618973
560017,92103
23287,825889
160028,551674
618124,959736
801139,239539
819065,610065
784866,116516
348664,1344
518137,849644
580833,678707
514959,51939
92767,345155
840799,284372
117156,679156
967825,308074
568632,281725
917033,337339
628128,313437
700641,692122
336011,696489
439918,291186
8205,806725
356929,290136
771147,185229
925508,993711
620293,240292
144040,817075
677429,288626
209066,79134
715821,498866
449020,490109
703129,765064
789817,148601
327744,976416
459586,963609
193525,231057
457689,250792
800096,61015
471262,188692
986470,593896
997243,895781
700174,260901
230105,671161
883522,2871
281102,867637
878897,612746
560751,936037
442691,342104
746531,213188
461822,793807
408642,416269
594839,261925
483523,643198
871871,996857
399710,827678
386591,841690
821073,748872
720958,915409
988294,663214
894736,108858
283596,243728
742392,6537
610098,248236
901289,663294
430793,372189
279339,34736
455421,782027
217696,534162
577759,508175
477325,980524
907628,176062
290581,50728
73300,665823
578998,940677
150125,396158
751631,741212
86135,697696
700377,507500
428100,75408
696380,52909
683592,756091
986571,955006
810462,45475
932428,581789
173991,596971
750792,197815
842260,764807
51839,216423
126216,431147
247275,126526
972581,75044
748740,881342
810524,504898
618415,552029
189413,906892
439442,908924
346399,476703
787623,805675
755653,16273
842208,737372
56444,316376
960934,200551
828005,904600
321564,461217
905073,722886
531490,631643
56598,744319
548840,535978
45263,605804
834891,88991
765323,814821
347908,465418
683449,117410
367660,849850
133809,538471
186557,175890
730624,434037
367551,573722
746779,516520
217156,341494
725374,680332
192102,64443
604489,880228
243077,994638
639334,541209
398225,841096
649181,468938
228064,425224
516125,963722
317576,753531
205166,383160
989254,174435
774604,130942
142566,779245
222424,885222
93779,451424
34309,365789
619988,232033
266731,923141
856294,691793
738947,350381
427831,673050
767593,292248
773503,51502
752449,982434
151578,228755
905530,723936
971960,695696
335850,841700
536384,532192
456900,102471
553363,318224
56187,780876
701866,867764
152501,352933
89074,702010
586569,499688
372910,35078
597109,438643
578622,964474
111349,536017
975976,533437
961834,906795
170341,141946
931258,72001
663466,40496
982302,407277
200881,156313
158016,901156
431747,601763
953133,539585
404312,194763
324200,799613
632298,264250
671786,504310
369557,700106
52224,894509
948457,481354
782065,549037
331916,209319
24142,908349
411669,80075
944604,693222
580707,123836
404081,681950
229501,843102
152419,693335
409528,258446
679409,797730
416385,580023
364537,278808
664709,297820
17290,699226
491117,948268
149253,291780
145601,6023
903069,261440
185974,269305
634208,319109
271811,676361
66700,484563
227289,576142
17263,484572
66139,90471
107321,494765
805341,21846
162528,416055
417012,141320
776134,350620
394955,822509
69101,312479
801157,269557
217218,911042
220314,381855
907615,571291
693672,582799
222247,970121
776347,901500
37527,800884
893096,740203
577237,941172
58377,122106
709553,993063
244063,940250
20936,154328
272547,154446
909097,694755
610294,147790
256927,848735
130140,403675
48200,226164
824041,467180
832702,947620
916924,393473
835287,219782
87910,874677
506998,851407
587473,790697
302100,725313
486692,888324
242866,802389
813218,391624
608928,16242
236914,581882
320170,939488
786586,593420
912105,739640
621464,224276
365741,557719
725545,394233
423266,762279
618747,664388
698807,472167
775381,696082
647536,731489
894751,564633
685624,328655
463846,555831
723596,746049
117005,336090
636032,371725
546062,518598
970532,607618
162633,334494
248484,314491
529821,678637
507620,642244
520639,350358
684209,231645
628104,880769
116479,985365
497531,355563
901263,623986
2975,626819
53879,54103
922889,35872
520739,216011
82166,644882
157443,742793
861256,754867
974600,637760
750563,593149
806225,849607
530043,315484
918601,884377
110351,618593
686250,963815
810489,422204
503577,250165
453986,414851
308559,208706
820791,787013
576167,858170
918168,579215
147338,563247
184907,552513
409714,350753
827620,334982
684120,978934
968954,723004
354470,146231
297313,552462
929683,925960
8029,124972
78333,197928
442137,590062
168811,313732
21758,867967
91432,225433
297888,21032
70308,771937
980549,302453
82307,785563
840789,708010
128584,719655
407680,378437
370357,690634
601419,676288
513095,970245
308093,47028
445454,734439
27657,504056
977504,986902
250989,597382
477075,42013
841746,975033
744823,462503
68318,640833
181277,326348
573017,612942
605494,283100
663759,829332
417161,254483
366676,642802
148497,697668
243021,941823
605387,924168
278914,694316
282570,836367
700232,772541
472542,222341
945366,262796
996524,356042
208195,102742
737053,704395
230789,572322
791620,659906
127594,234504
590210,154908
546869,997777
961589,231709
21763,616220
781420,529992
263377,206468
275601,683448
340651,383805
396041,772874
527282,294454
296890,602574
338139,455265
370459,405424
980162,869870
644887,218110
561706,219611
61276,575414
648121,18895
814211,198062
507534,511588
465950,888079
2349,168522
140487,801718
535031,925131
479097,405249
835659,919300
827974,961922
464693,909042
466919,565786
313964,40111
594282,814286
324805,560102
434918,675201
739566,897783
566158,926346
914231,900471
547805,364244
901592,807812
494756,713956
839401,600180
306162,406072
707204,702318
424355,577702
306818,682667
408792,895403
560954,156016
214909,948594
521200,59145
569188,800722
839143,921860
47544,193815
764253,336210
47934,376937
177312,204868
881439,846608
140756,140783
750884,334848
302494,343589
180765,231261
255132,545459
559827,76980
544170,161003
468236,229550
329984,901265
922742,458696
577433,706501
833319,39549
49636,239672
476538,292553
9993,420522
849650,503414
268027,143318
441502,763905
402220,737604
699715,254939
200875,520852
891866,152521
757878,946120
235594,97130
2344,946665
670386,464207
718850,859901
210758,401702
211338,715432
557222,806635
80631,113651
340874,610317
504120,559077
81900,678796
344244,771894
289419,438639
306077,286583
749162,651018
155597,140699
94059,625023
116626,427787
414914,146766
344162,633744
716328,37960
584370,275546
898969,812198
845323,842006
244758,558454
801011,229807
751310,640141
693705,355705
849496,783463
492208,870205
638152,776942
9560,980134
790889,416228
181979,531621
75637,889842
48443,396951
827961,58015
974575,376699
346137,825549
674216,163084
343021,541596
11429,613132
392595,412768
994937,71957
839301,53535
829583,873851
710082,511970
909990,116438
795730,430732
444794,487944
948771,601435
435737,894266
125276,239824
86165,576914
367774,60013
939218,6333
532652,784318
506276,590985
1433,246576
959041,388635
485334,613685
167,826049
189646,580005
480964,571097
337721,356146
656738,596438
939723,663640
828288,839243
607554,699813
29371,725419
243363,971026
255217,940698
139794,380380
24674,156711
711812,840770
261640,631136
897713,11254
256099,323032
841361,360277
765495,700608
209482,948672
803871,441741
614164,255735
271210,543337
150186,889180
669823,849164
928936,634035
895250,984106
259238,783962
372633,795411
547616,146883
114072,854845
906720,232260
874491,264817
432783,985728
383113,259898
870829,750705
638999,226824
764918,460475
563614,19162
439805,54838
302518,332360
528617,863968
395154,829942
549663,78344
221215,29900
598170,245591
615503,443668
976396,240513
148668,872565
960853,775908
885866,437038
780405,277462
927636,525715
338342,606173
45715,264981
862640,620677
224638,98977
934416,620884
954905,732197
369608,143195
351516,936307
370061,287842
911691,664168
360815,646825
389840,530579
13991,281976
959830,614883
518338,563569
711629,724105
539662,22581
642734,627143
137103,715049
334312,84397
572075,838650
286543,172412
923491,604928
480361,385263
796406,508276
694798,740664
260293,962895
347922,828729
536532,131670
960334,266050
514190,528573
312950,297675
35324,377147
588773,234192
568278,989763
47257,411246
843519,345624
162038,287842
397277,757016
391888,926349
978666,195638
133915,58676
646160,945915
